<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MGNT;D;28/08/23;000000;5910.5;6000;5850.5;5984.5;535940
MGNT;D;29/08/23;000000;5994;6144.5;5926;5978;1409596
MGNT;D;30/08/23;000000;5978.5;5985;5836.5;5935.5;782938
MGNT;D;31/08/23;000000;5939.5;6100;5937;6080;748975
MGNT;D;01/09/23;000000;6088.5;6100;6003;6078;365520
MGNT;D;04/09/23;000000;6099;6130.5;6060.5;6102;282322
MGNT;D;05/09/23;000000;6104;6110;6001;6035;353465
MGNT;D;06/09/23;000000;6028.5;6035;5900;5906;330391
MGNT;D;07/09/23;000000;5903;5955;5670;5745.5;647106
MGNT;D;08/09/23;000000;5762;5798;5585;5704.5;702284
MGNT;D;11/09/23;000000;5693;5747.5;5563;5605;488776
MGNT;D;12/09/23;000000;5648;5793;5630;5784.5;464406
MGNT;D;13/09/23;000000;5779;5793;5618.5;5654.5;239025
MGNT;D;14/09/23;000000;5656;5895;5577;5795;686181
MGNT;D;15/09/23;000000;5791.5;5871;5710.5;5795;463835
MGNT;D;18/09/23;000000;5845.5;5848.5;5700;5775;327439
MGNT;D;19/09/23;000000;5771.5;5775;5540;5558;550583
MGNT;D;20/09/23;000000;5567.5;5590;5457.5;5491;531277
MGNT;D;21/09/23;000000;5474;5494;5251;5283;915208
MGNT;D;22/09/23;000000;5300;5480;5222.5;5475;669619
MGNT;D;25/09/23;000000;5469.5;5505;5350;5407.5;264496
MGNT;D;26/09/23;000000;5390.5;5419.5;5293;5405;297696
MGNT;D;27/09/23;000000;5421;5535;5411;5495;389797
MGNT;D;28/09/23;000000;5502;5557;5475;5551.5;256374
MGNT;D;29/09/23;000000;5560;5580;5481;5505;284276
MGNT;D;02/10/23;000000;5535;5590;5470;5489;254547
MGNT;D;03/10/23;000000;5485;5496;5397;5461;283355
MGNT;D;04/10/23;000000;5441.5;5500;5411;5457;172032
MGNT;D;05/10/23;000000;5458;5478;5388;5425.5;180664
MGNT;D;06/10/23;000000;5437;5449;5365;5430.5;234015
MGNT;D;09/10/23;000000;5433;5546;5433;5518;205867
MGNT;D;10/10/23;000000;5520;5795;5503.5;5656;573607
MGNT;D;11/10/23;000000;5672;5715;5505;5550.5;541154
MGNT;D;12/10/23;000000;5540;5589;5516;5562;181188
MGNT;D;13/10/23;000000;5568;5642;5510;5599.5;261040
MGNT;D;16/10/23;000000;5606;5689.5;5605;5665;211904
MGNT;D;17/10/23;000000;5672;5789.5;5640;5764.5;397203
MGNT;D;18/10/23;000000;5764.5;5788;5675;5753;285104
MGNT;D;19/10/23;000000;5781.5;5862.5;5730;5795.5;437661
MGNT;D;20/10/23;000000;5793;5850;5737;5839;270676
MGNT;D;23/10/23;000000;5840;5988.5;5840;5973.5;691336
MGNT;D;24/10/23;000000;5981;6090;5925.5;6073;723620
MGNT;D;25/10/23;000000;6072.5;6137.5;6002;6046.5;417002
MGNT;D;26/10/23;000000;6045;6072.5;5888;5913;433782
MGNT;D;27/10/23;000000;5930;6090;5867.5;6015;550911
MGNT;D;30/10/23;000000;6022;6055.5;5931.5;5948;275181
MGNT;D;31/10/23;000000;5942;5946.5;5777.5;5818;430224
MGNT;D;01/11/23;000000;5816.5;5924.5;5810;5874;200175
MGNT;D;02/11/23;000000;5877;5927;5840;5847;159940
MGNT;D;03/11/23;000000;5851;5892;5817;5866.5;128826
MGNT;D;06/11/23;000000;5873;5949.5;5859;5896.5;136590
MGNT;D;07/11/23;000000;5890;6078;5865;6044.5;418744
MGNT;D;08/11/23;000000;6050;6175;6028.5;6090;552022
MGNT;D;09/11/23;000000;6092;6115.5;5992;6079.5;328569
MGNT;D;10/11/23;000000;6075.5;6110;5995;6015.5;193565
MGNT;D;13/11/23;000000;6020;6119.5;5974;6061;232991
MGNT;D;14/11/23;000000;6062;6088.5;5911;5940;498631
MGNT;D;15/11/23;000000;5924;5973.5;5851;5935;470863
MGNT;D;16/11/23;000000;5940;5956;5817.5;5823;219395
MGNT;D;17/11/23;000000;5820;5930;5760.5;5903.5;270846
MGNT;D;20/11/23;000000;5904;6005.5;5904;5931;235916
MGNT;D;21/11/23;000000;5931;5980;5900.5;5952;208727
MGNT;D;22/11/23;000000;5967;6049;5952.5;6045.5;279271
MGNT;D;23/11/23;000000;6045.5;6350;5988;6259;1661792
MGNT;D;24/11/23;000000;6239.5;6388;6165.5;6323;1719942
MGNT;D;27/11/23;000000;6347;6390;6260;6290;644395
MGNT;D;28/11/23;000000;6309.5;6353;6261;6347.5;352828
MGNT;D;29/11/23;000000;6350;6447;6300.5;6377.5;326023
MGNT;D;30/11/23;000000;6379;6434.5;6275;6354;387272
MGNT;D;01/12/23;000000;6365.5;6480;6330.5;6405.5;467539
MGNT;D;04/12/23;000000;6425;6438.5;6265;6265;403677
MGNT;D;05/12/23;000000;6270;6334;6225;6333.5;217683
MGNT;D;06/12/23;000000;6335;6479.5;6287.5;6352;415141
MGNT;D;07/12/23;000000;6362;6390;6231;6264;305923
MGNT;D;08/12/23;000000;6276;6295;6162;6170;238105
MGNT;D;11/12/23;000000;6167.5;6193;6005;6058.5;318872
MGNT;D;12/12/23;000000;6066;6137.5;6022;6071.5;251328
MGNT;D;13/12/23;000000;6042.5;6128;6026.5;6096.5;131289
MGNT;D;14/12/23;000000;6100;6165.5;6030;6072.5;200493
MGNT;D;15/12/23;000000;6072.5;6398;6057;6362;430203
MGNT;D;18/12/23;000000;6375;6472.5;6318;6464.5;321613
MGNT;D;19/12/23;000000;6470.5;6495.5;6377.5;6477.5;212547
MGNT;D;20/12/23;000000;6483.5;6768;6478;6692.5;610400
MGNT;D;21/12/23;000000;6693.5;6748.5;6590;6704.5;379646
