<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MTLR;D;15/06/23;000000;174;181.81;173.1;181.42;6516773
MTLR;D;16/06/23;000000;182.02;183;177.77;180.27;3795875
MTLR;D;19/06/23;000000;180.3;180.71;173.9;178.53;4339988
MTLR;D;20/06/23;000000;178.55;178.87;175.5;177.81;2238941
MTLR;D;21/06/23;000000;177.98;184.9;176.29;183.89;6355224
MTLR;D;22/06/23;000000;183.89;186.2;179.2;180.22;4359726
MTLR;D;23/06/23;000000;179.6;181.43;174.55;176.93;4484121
MTLR;D;26/06/23;000000;177.52;179.49;172.5;176.22;4251566
MTLR;D;27/06/23;000000;176.93;179.4;175.55;178.6;2178509
MTLR;D;28/06/23;000000;179.38;180.79;176.21;178.77;2740541
MTLR;D;29/06/23;000000;179;182.53;177.57;180.69;3268408
MTLR;D;30/06/23;000000;181.06;183.92;178.05;179.92;3812696
MTLR;D;03/07/23;000000;180.55;182;178.71;179.31;2492726
MTLR;D;04/07/23;000000;179.3;179.38;177.08;177.12;2053339
MTLR;D;05/07/23;000000;177.28;188.98;176.2;188.55;12943204
MTLR;D;06/07/23;000000;189.31;194.15;182.02;186.32;12298582
MTLR;D;07/07/23;000000;186.2;187.85;182.99;185.29;4455326
MTLR;D;10/07/23;000000;186.3;191.5;185.29;191.19;4883969
MTLR;D;11/07/23;000000;190.97;192.44;187.76;189.36;3330415
MTLR;D;12/07/23;000000;189.92;193;188;191.39;3743597
MTLR;D;13/07/23;000000;191.39;193.87;188.36;189.87;3083677
MTLR;D;14/07/23;000000;189.4;191;187.53;190.33;2127677
MTLR;D;17/07/23;000000;189.45;192.37;184.85;187.09;11708834
MTLR;D;18/07/23;000000;187.18;192.42;186.84;191.79;5763671
MTLR;D;19/07/23;000000;192;193.59;189.52;190.66;3808942
MTLR;D;20/07/23;000000;191.23;191.31;186.5;186.98;5107739
MTLR;D;21/07/23;000000;186.5;188.83;185.65;188.6;3600254
MTLR;D;24/07/23;000000;188.84;190.9;188.36;190.6;2505349
MTLR;D;25/07/23;000000;190.96;191.08;189.52;191;2234131
MTLR;D;26/07/23;000000;191.07;203.6;191.05;202.96;17253572
MTLR;D;27/07/23;000000;203.11;215;203.1;214.31;16534282
MTLR;D;28/07/23;000000;214.36;217.8;208.5;215.99;10215642
MTLR;D;31/07/23;000000;217.78;219.99;215.05;216.64;9263922
